id_censo,fuente,tipo_caso,perna02_r,perna02_r_imp,ci,docextpais,docexttipo,docextnro,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,fecha_nacimiento,id_sexo
CEN001034,censo2023,B,UY,UY,,,,,MICAELA,ELENA,,MARTINEZ,1972-05-22,2
CEN001035,censo2023,A,UY,UY,32849355,,,,SOFIA,ALEJANDRO,,,1994-11-26,2
CEN001036,censo2023,A,PY,PY,,600,PAS,P986507,MARTIN,PAULA,PEREIRA,,1987-12-30,1
CEN001037,censo2023,C,UY,UY,53434259,,,,SANTIAGO,BEATRIZ,ALONSO,,1958-07-05,1
CEN001038,censo2023,C,UY,UY,45464905,,,,NICOLAS,,,,1997-02-23,1
CEN001039,censo2023,A,BR,BR,,076,DNI,B765141,VALENTINA,LUIS,MENDES,,1953-04-13,2
CEN001040,censo2023,A,UY,UY,46912586,,,,JULIETA,ANDREA,ACOSTA,,1962-12-05,2
CEN001041,censo2023,B,UY,UY,39146897,,,,JULIETA,INES,,,1978-01-14,2
CEN001042,censo2023,A,VE,VE,,862,PAS,E648578,RUBEN,ALEJANDRO,SILVA,,,1
CEN001043,censo2023,C,PY,PY,,600,DNI,P423522,JUAN,JAVIER,PEREZ,GOMEZ,1964-06-20,1
CEN001044,censo2023,A,UY,UY,37530120,,,,LUCIA,MAR,PEREIRA,,1981-01-05,2
CEN001045,censo2023,A,AR,AR,,032,DNI,R457356,PEDRO,,FERNANDEZ,,1968-04-26,1
CEN001046,censo2023,A,UY,UY,54994105,,,,ANA,,SILVA,,1997-09-24,2
CEN001047,censo2023,A,UY,UY,44555802,,,,VALENTINA,LUIS,,,1958-06-15,2
CEN001048,censo2023,A,VE,VE,,862,DNI,E330308,RUBEN,ELENA,,GOMEZ,2001-05-09,1
CEN001049,censo2023,A,UY,UY,44340063,,,,JULIETA,,BENITEZ,SUAREZ,1950-07-22,2
CEN001050,censo2023,A,UY,UY,39479478,,,,RUBEN,,RODRIGUEZ,,1953-03-14,1
CEN001051,censo2023,C,UY,UY,48381133,,,,LEONARDO,INES,ALONSO,,1963-03-12,1
CEN001052,censo2023,A,UY,UY,44512788,,,,MARIA,BEATRIZ,PEREIRA,,1956-05-13,2
CEN001053,censo2023,A,UY,UY,57142510,,,,SANTIAGO,NOELIA,CORREA,,1959-03-09,1
CEN001054,censo2023,C,UY,UY,42005599,,,,MARTINA,EZEQUIEL,RAMIREZ,,1957-01-18,2
CEN001055,censo2023,A,PY,PY,,600,DNI,Y311352,NOELIA,CARLOS,SUAREZ,LOPEZ,1993-11-16,2
CEN001056,censo2023,C,AR,AR,,032,PAS,R987364,MARIA,EZEQUIEL,,,1954-11-14,2
CEN001057,censo2023,C,UY,UY,31406644,,,,LAURA,,,,1991-02-09,2
CEN001058,censo2023,A,VE,VE,,862,PAS,V803721,PAOLA,MAR,,,1955-05-20,2
CEN001059,censo2023,A,VE,VE,,862,DNI,E450716,CARLA,ELENA,FERNANDEZ,,1965-07-23,2
CEN001060,censo2023,A,UY,UY,48757484,,,,GONZALO,AGUSTINA,PEREIRA,,1961-11-11,1
CEN001061,censo2023,A,UY,UY,35165920,,,,MARTINA,INES,,SOSA,1978-09-20,2
CEN001062,censo2023,C,AR,AR,,032,DNI,R018836,FACUNDO,JAVIER,ALONSO,GOMEZ,1970-05-17,1
CEN001063,censo2023,A,UY,UY,52610766,,,,GONZALO,,GOMEZ,,1956-04-20,1
CEN001064,censo2023,A,AR,AR,,032,DNI,R562029,SANTIAGO,INES,SUAREZ,,1982-10-23,1
CEN001065,censo2023,B,UY,UY,52177720,,,,JULIETA,NOELIA,RODRIGUEZ,TORRES,1995-02-03,2
CEN001066,censo2023,A,UY,UY,47955892,,,,THIAGO,JAVIER,PEREZ,,1993-03-04,1
CEN001067,censo2023,A,UY,UY,43387446,,,,MARTIN,AGUSTINA,RAMIREZ,,2005-03-07,1
CEN001068,censo2023,B,UY,UY,32732700,,,,SEBASTIAN,CARLOS,SUAREZ,,1955-12-11,1
CEN001069,censo2023,A,PY,PY,,600,DNI,Y563315,FACUNDO,INES,MARTINEZ,,1966-11-21,1
CEN001070,censo2023,A,UY,UY,49725781,,,,NICOLAS,ELENA,LOPEZ,RAMIREZ,1973-12-10,1
CEN001071,censo2023,A,UY,UY,44974474,,,,JUAN,MAR,MENDES,,1966-01-21,1
CEN001072,censo2023,A,UY,UY,39469651,,,,INES,,,,1952-06-04,2
CEN001073,censo2023,B,UY,UY,35995876,,,,RUBEN,INES,,,1984-04-15,1
CEN001074,censo2023,A,AR,AR,,032,PAS,A711668,PEDRO,,RUIZ,,1972-06-27,1
CEN001075,censo2023,C,UY,UY,52982412,,,,JUAN,EZEQUIEL,ACOSTA,,1962-06-10,1
CEN001076,censo2023,A,UY,UY,31722663,,,,PAOLA,LUIS,PEREIRA,,1964-06-07,2
CEN001077,censo2023,C,VE,VE,,862,PAS,V917340,VALENTINA,LUIS,GOMEZ,,1981-07-21,2
CEN001078,censo2023,B,UY,UY,45113528,,,,PAOLA,DAMIAN,DIAZ,,1986-02-19,2
CEN001079,censo2023,A,PY,PY,,600,DNI,P305086,ANA,NOELIA,,RAMIREZ,1962-02-26,2
CEN001080,censo2023,A,UY,UY,40790038,,,,NOELIA,CARLOS,MENDES,,1988-07-28,2
CEN001081,censo2023,B,UY,UY,,,,,CARLA,,RODRIGUEZ,MARTINEZ,1966-11-15,2
CEN001082,censo2023,C,UY,UY,55108377,,,,NICOLAS,BEATRIZ,RAMIREZ,,1990-02-11,1
CEN001083,censo2023,A,UY,UY,52389168,,,,SOFIA,INES,PEREZ,,1954-01-22,2
CEN001084,censo2023,A,AR,AR,,032,DNI,R529598,FACUNDO,,SOSA,,1960-12-27,1
CEN001085,censo2023,C,UY,UY,32112109,,,,SEBASTIAN,CARLOS,RUIZ,CORREA,1969-05-27,1
CEN001086,censo2023,B,UY,UY,35060129,,,,SOFIA,EZEQUIEL,CORREA,VELAZQUEZ,1988-04-09,2
CEN001087,censo2023,A,UY,UY,31585897,,,,INES,ALEJANDRO,,,1952-12-15,2
CEN001088,censo2023,C,AR,AR,,032,DNI,A139139,LEONARDO,ANDREA,RUIZ,PEREIRA,1971-03-23,1
CEN001089,censo2023,A,UY,UY,56880767,,,,RUBEN,LUIS,SOSA,MARTINEZ,1952-01-18,1
CEN001090,censo2023,C,UY,UY,31318287,,,,SOFIA,BELEN,,,1962-01-04,2
CEN001091,censo2023,A,UY,UY,52487523,,,,GONZALO,ANDREA,CORREA,SOSA,1978-07-07,1
CEN001092,censo2023,A,UY,UY,43521584,,,,LEONARDO,CARLOS,RODRIGUEZ,MENDES,2003-02-26,1
CEN001093,censo2023,A,UY,UY,32178322,,,,SEBASTIAN,ALEJANDRO,MARTINEZ,,1982-05-27,1
CEN001094,censo2023,A,UY,UY,46774587,,,,JUAN,,SILVA,,1993-03-13,1
CEN001095,censo2023,C,BR,BR,,076,DNI,B409313,CARLA,PAULA,ALONSO,,1990-08-10,2
CEN001096,censo2023,A,BR,BR,,076,DNI,R660144,JOAQUIN,JAVIER,PEREZ,,,1
CEN001097,censo2023,B,UY,UY,53413464,,,,PEDRO,DAMIAN,GOMEZ,,1970-03-16,1
CEN001098,censo2023,A,UY,UY,56368686,,,,ELISA,,FERNANDEZ,,2005-06-29,2
CEN001099,censo2023,A,UY,UY,45093410,,,,SOFIA,ALEJANDRO,MENDES,,1971-03-25,2
CEN001100,censo2023,B,UY,UY,52016903,,,,FACUNDO,EZEQUIEL,PEREZ,,2002-07-24,
CEN001101,censo2023,A,VE,VE,,862,PAS,E725933,MARIA,,PEREIRA,,1950-08-26,2
CEN001102,censo2023,A,UY,UY,30553689,,,,NICOLAS,MAR,RODRIGUEZ,,1955-08-29,1
CEN001103,censo2023,A,UY,UY,,,,,FLORENCIA,NOELIA,,,1995-04-20,2
CEN001104,censo2023,C,UY,UY,30523098,,,,SANTIAGO,AGUSTINA,SUAREZ,,1952-07-12,1
CEN001105,censo2023,A,UY,UY,53369841,,,,JULIETA,NOELIA,,,1971-07-25,2
CEN001106,censo2023,A,UY,UY,54280923,,,,LAURA,JAVIER,TORRES,,1985-05-29,2
CEN001107,censo2023,A,UY,UY,40632905,,,,GONZALO,PAULA,TORRES,,1959-01-01,1
CEN001108,censo2023,B,UY,UY,55465559,,,,JULIETA,BEATRIZ,,,1971-01-08,2
CEN001109,censo2023,A,UY,UY,50227324,,,,INES,ELENA,,,1983-07-15,2
CEN001110,censo2023,B,UY,UY,51569978,,,,MARIA,ANDREA,,,1981-11-13,2
CEN001111,censo2023,C,UY,UY,42899593,,,,VALENTINA,CARLOS,GOMEZ,CORREA,1971-09-18,2
CEN001112,censo2023,B,BR,BR,,076,DNI,B837227,INES,,MARTINEZ,,1976-04-10,2
CEN001113,censo2023,C,UY,UY,52827770,,,,MATEO,,RAMIREZ,,2002-02-20,1
CEN001114,censo2023,C,UY,UY,,,,,FACUNDO,BELEN,ACOSTA,,1995-07-18,1
CEN001115,censo2023,A,UY,UY,30405749,,,,MATEO,,,,1980-03-05,1
CEN001116,censo2023,A,UY,UY,37155611,,,,DIEGO,,,GOMEZ,1976-12-27,1
CEN001117,censo2023,A,UY,UY,46354240,,,,MARTINA,JAVIER,PEREIRA,DIAZ,,2
CEN001118,censo2023,C,PY,PY,,600,PAS,Y899553,LAURA,BELEN,DIAZ,,1995-05-21,2
CEN001119,censo2023,B,UY,UY,51289020,,,,MARTINA,,MENDES,,1973-10-23,2
CEN001120,censo2023,C,UY,UY,53726009,,,,MARTIN,DAMIAN,,RUIZ,1951-12-31,1
CEN001121,censo2023,A,UY,UY,52881447,,,,CARLA,ANDREA,PEREZ,,1981-03-20,2
CEN001122,censo2023,B,UY,UY,44458720,,,,SANTIAGO,,SUAREZ,,1991-11-03,1
CEN001123,censo2023,A,UY,UY,51437080,,,,MARTINA,,GOMEZ,,2003-12-20,2
CEN001124,censo2023,A,AR,AR,,032,PAS,R825195,RUBEN,,,,1969-04-21,1
CEN001125,censo2023,C,UY,UY,49005064,,,,ANA,DAMIAN,CORREA,,1983-04-17,2
CEN001126,censo2023,A,UY,UY,58174878,,,,PAOLA,,,,1990-03-31,2
CEN001127,censo2023,A,UY,UY,34824896,,,,JOAQUIN,INES,MARTINEZ,,1954-07-18,1
CEN001128,censo2023,B,UY,UY,47205169,,,,DIEGO,,LOPEZ,,1982-01-19,1
CEN001129,censo2023,A,UY,UY,30378275,,,,VALENTINA,BEATRIZ,TORRES,,,2
CEN001130,censo2023,C,UY,UY,40733261,,,,INES,,,,,2
CEN001131,censo2023,A,UY,UY,46178707,,,,MARIA,CARLOS,,,1960-08-06,2
CEN001132,censo2023,A,UY,UY,52029412,,,,SEBASTIAN,,,,1978-05-25,1
CEN001133,censo2023,C,UY,UY,,,,,LUCIA,,VELAZQUEZ,,1963-07-11,2
CEN001134,censo2023,A,BR,BR,,076,DNI,R313853,JUAN,ELENA,,,1997-09-03,1
CEN001135,censo2023,C,AR,AR,,032,DNI,R927508,FLORENCIA,NOELIA,RODRIGUEZ,,,
CEN001136,censo2023,B,VE,VE,,862,DNI,E601619,SOFIA,EZEQUIEL,SOSA,,1978-02-04,2
CEN001137,censo2023,B,UY,UY,58057503,,,,LEONARDO,CARLOS,RAMIREZ,,1996-05-18,1
CEN001138,censo2023,C,UY,UY,47738797,,,,FLORENCIA,,DIAZ,DIAZ,1965-03-16,2
CEN001139,censo2023,A,UY,UY,45716659,,,,FLORENCIA,CARLOS,,,1986-05-30,2
CEN001140,censo2023,A,UY,UY,59507308,,,,DIEGO,,MARTINEZ,,1977-12-14,1
CEN001141,censo2023,C,UY,UY,45733988,,,,PEDRO,CARLOS,VELAZQUEZ,,1975-09-01,1
CEN001142,censo2023,A,UY,UY,51126322,,,,ANA,BELEN,,,1998-03-07,2
CEN001143,censo2023,A,UY,UY,37779292,,,,PAOLA,MAR,LOPEZ,,1988-12-26,2
CEN001144,censo2023,A,UY,UY,34590013,,,,VALENTINA,CARLOS,SUAREZ,,1970-06-25,2
CEN001145,censo2023,B,UY,UY,57703332,,,,NICOLAS,,GOMEZ,,1980-10-04,1
CEN001146,censo2023,A,UY,UY,35553460,,,,LEONARDO,NOELIA,VELAZQUEZ,TORRES,1966-02-17,1
CEN001147,censo2023,B,UY,UY,30900327,,,,THIAGO,ALEJANDRO,MENDES,,,1
CEN001148,censo2023,C,PY,PY,,600,DNI,Y753697,LAURA,PAULA,,,1983-05-17,2
CEN001149,censo2023,C,UY,UY,,,,,ANDRES,BELEN,MENDES,,1981-02-21,1
CEN001150,censo2023,A,UY,UY,34982921,,,,INES,BELEN,FERNANDEZ,,1969-12-03,2
CEN001151,censo2023,C,UY,UY,54725012,,,,MARTINA,BELEN,GOMEZ,SUAREZ,1952-11-04,2
CEN001152,censo2023,A,UY,UY,55766736,,,,THIAGO,NOELIA,SILVA,,1993-05-06,1
CEN001153,censo2023,A,UY,UY,34687383,,,,NICOLAS,BELEN,CORREA,,1981-06-04,1
CEN001154,censo2023,A,UY,UY,50688757,,,,RUBEN,PAULA,,BENITEZ,2000-11-10,1
CEN001155,censo2023,A,UY,UY,42075855,,,,ANDRES,,BENITEZ,,,1
CEN001156,censo2023,A,UY,UY,41306315,,,,DIEGO,ALEJANDRO,ACOSTA,,1954-10-30,1
CEN001157,censo2023,A,AR,AR,,032,DNI,R901265,PAOLA,AGUSTINA,TORRES,,1979-09-12,2
CEN001158,censo2023,B,UY,UY,38464088,,,,MARTINA,ELENA,BENITEZ,,1964-09-23,2
CEN001159,censo2023,A,UY,UY,44174251,,,,PEDRO,PAULA,,,1981-06-24,1
CEN001160,censo2023,C,UY,UY,44772017,,,,ANDRES,,RODRIGUEZ,,1971-02-15,1
CEN001161,censo2023,A,UY,UY,45185261,,,,VALENTINA,,,,1978-02-22,2
CEN001162,censo2023,C,UY,UY,30970941,,,,MATEO,BEATRIZ,BENITEZ,SILVA,1972-11-07,1
CEN001163,censo2023,A,UY,UY,48106865,,,,LUCIA,,,,1979-10-04,2
CEN001164,censo2023,A,UY,UY,44984278,,,,SEBASTIAN,CARLOS,TORRES,,1967-06-24,1
CEN001165,censo2023,A,UY,UY,58105697,,,,LEONARDO,BEATRIZ,,,1994-08-31,1
CEN001166,censo2023,A,UY,UY,39332877,,,,VALENTINA,BELEN,MENDES,,1976-02-26,2
CEN001167,censo2023,A,UY,UY,30210369,,,,ELISA,,,,2002-04-14,2
CEN001168,censo2023,C,UY,UY,30265253,,,,SEBASTIAN,,BENITEZ,,1970-10-11,1
CEN001169,censo2023,A,BR,BR,,076,DNI,B788373,PEDRO,CARLOS,MENDES,,1999-10-27,
CEN001170,censo2023,A,AR,AR,,032,DNI,R873717,LEONARDO,INES,,,,1
CEN001171,censo2023,B,UY,UY,57637576,,,,RUBEN,MAR,RAMIREZ,MENDES,1986-01-20,1
CEN001172,censo2023,C,UY,UY,51535534,,,,FACUNDO,ALEJANDRO,,,1970-03-07,1
CEN001173,censo2023,A,UY,UY,48228034,,,,FACUNDO,ANDREA,LOPEZ,,1962-03-09,1
CEN001174,censo2023,A,AR,AR,,032,DNI,A573649,CARLA,ANDREA,,,,2
CEN001175,censo2023,A,UY,UY,41897447,,,,INES,,,,1974-08-29,2
CEN001176,censo2023,A,PY,PY,,,,,LUCIA,EZEQUIEL,,,1989-04-21,2
CEN001177,censo2023,B,VE,VE,,862,PAS,V200955,THIAGO,LUIS,,,1974-02-02,1
CEN001178,censo2023,B,UY,UY,51017288,,,,FACUNDO,INES,RAMIREZ,SILVA,1975-12-03,1
CEN001179,censo2023,A,PY,PY,,600,DNI,P124895,ELISA,JAVIER,SILVA,,1990-09-28,2
CEN001180,censo2023,A,UY,UY,53691344,,,,DIEGO,INES,,SOSA,1994-11-21,1
CEN001181,censo2023,A,UY,UY,40544159,,,,CARLA,,,,,2
CEN001182,censo2023,B,UY,UY,58308197,,,,LEONARDO,,FERNANDEZ,,1985-08-22,1
CEN001183,censo2023,A,UY,UY,31906415,,,,JOAQUIN,,,,1974-02-07,1
CEN001184,censo2023,C,UY,UY,54173583,,,,DIEGO,MAR,MARTINEZ,,,1
CEN001185,censo2023,A,AR,AR,,032,PAS,R928491,FLORENCIA,INES,,MENDES,1994-06-08,2
CEN001186,censo2023,C,AR,AR,,032,DNI,R598145,PAOLA,MAR,VELAZQUEZ,,1990-07-12,2
CEN001187,censo2023,C,VE,VE,,862,PAS,V834189,MICAELA,,ALONSO,,1961-03-15,2
CEN001188,censo2023,A,AR,AR,,,,,NOELIA,JAVIER,SUAREZ,,1960-07-20,2
CEN001189,censo2023,A,PY,PY,,600,PAS,Y928000,MARTINA,AGUSTINA,VELAZQUEZ,,1966-08-17,2
CEN001190,censo2023,C,UY,UY,54529452,,,,JUAN,,RAMIREZ,,,1
CEN001191,censo2023,B,UY,UY,53364371,,,,DIEGO,EZEQUIEL,SUAREZ,,1959-04-01,1
CEN001192,censo2023,A,PY,PY,,600,PAS,Y300246,FLORENCIA,INES,TORRES,,1982-11-20,2
CEN001193,censo2023,A,UY,UY,42718422,,,,LAURA,,CORREA,,1981-05-23,2
CEN001194,censo2023,A,UY,UY,41281505,,,,JUAN,,,,1951-08-30,1
CEN001195,censo2023,A,UY,UY,40087647,,,,MICAELA,PAULA,TORRES,,1981-09-11,2
CEN001196,censo2023,A,AR,AR,,032,PAS,A837054,MARIA,BEATRIZ,MARTINEZ,,1960-02-22,2
CEN001197,censo2023,A,UY,UY,55084298,,,,MARTINA,ELENA,CORREA,,1980-03-28,2
CEN001198,censo2023,A,UY,UY,52890972,,,,JULIETA,DAMIAN,SUAREZ,,1974-10-20,2
CEN001199,censo2023,A,UY,UY,50469340,,,,THIAGO,INES,PEREZ,,1997-01-31,1
CEN001200,censo2023,A,UY,UY,59353093,,,,RUBEN,,PEREZ,,2004-12-06,1
CEN001201,censo2023,A,UY,UY,45810805,,,,FLORENCIA,JAVIER,TORRES,ALONSO,1955-03-31,2
CEN001202,censo2023,A,UY,UY,37997911,,,,NOELIA,NOELIA,TORRES,,2002-05-02,2
CEN001203,censo2023,A,UY,UY,58776287,,,,MARTIN,EZEQUIEL,ALONSO,PEREZ,1992-04-11,1
CEN001204,censo2023,A,UY,UY,52627677,,,,MARIA,ELENA,FERNANDEZ,,1952-09-22,2
CEN001205,censo2023,C,UY,UY,30162900,,,,PEDRO,ALEJANDRO,SILVA,,1950-07-20,1
CEN001206,censo2023,A,AR,AR,,032,DNI,R418459,MICAELA,ELENA,ACOSTA,,2005-12-16,2
CEN001207,censo2023,C,UY,UY,52825505,,,,MICAELA,,,RAMIREZ,1989-05-23,2
CEN001208,censo2023,C,UY,UY,33021756,,,,LUCIA,BELEN,,,1952-06-12,2
CEN001209,censo2023,A,UY,UY,49904486,,,,DIEGO,AGUSTINA,CORREA,,1999-02-20,1
CEN001210,censo2023,B,UY,UY,43818072,,,,ANDRES,MAR,BENITEZ,,1953-04-22,1
CEN001211,censo2023,A,UY,UY,51277420,,,,FLORENCIA,MAR,,,1991-09-15,2
CEN001212,censo2023,A,UY,UY,45181180,,,,JOAQUIN,DAMIAN,ACOSTA,DIAZ,1977-04-15,1
CEN001213,censo2023,A,BR,BR,,076,DNI,B654268,JUAN,,,,1970-11-29,1
CEN001214,censo2023,A,VE,VE,,862,PAS,E262058,PEDRO,,,,1956-03-26,1
CEN001215,censo2023,C,UY,UY,48123641,,,,DIEGO,PAULA,,,1987-09-13,1
CEN001216,censo2023,C,AR,AR,,032,DNI,R840265,DIEGO,CARLOS,SUAREZ,,1972-04-20,1
CEN001217,censo2023,A,UY,UY,36275599,,,,MARTIN,INES,ALONSO,MARTINEZ,1987-04-18,1
CEN001218,censo2023,A,UY,UY,53133135,,,,NICOLAS,AGUSTINA,DIAZ,,1970-12-05,1
CEN001219,censo2023,A,UY,UY,59809362,,,,SANTIAGO,LUIS,SILVA,,1980-04-01,1
CEN001220,censo2023,A,UY,UY,37003816,,,,NOELIA,JAVIER,ALONSO,,1988-01-31,2
CEN001221,censo2023,C,UY,UY,40406443,,,,GONZALO,BEATRIZ,PEREZ,,1988-06-09,1
CEN001222,censo2023,A,UY,UY,54240918,,,,LAURA,BEATRIZ,ACOSTA,SUAREZ,1989-02-10,2
CEN001223,censo2023,A,UY,UY,33682670,,,,VALENTINA,,BENITEZ,,1993-09-03,2
CEN001224,censo2023,A,UY,UY,36551144,,,,THIAGO,,SILVA,,1952-03-31,1
CEN001225,censo2023,C,UY,UY,30455241,,,,JUAN,ALEJANDRO,BENITEZ,,1981-11-15,1
CEN001226,censo2023,A,UY,UY,37886693,,,,JUAN,,RUIZ,VELAZQUEZ,2004-05-27,1
CEN001227,censo2023,B,UY,UY,49008697,,,,JULIETA,LUIS,ACOSTA,,1959-06-25,2
CEN001228,censo2023,C,UY,UY,31692415,,,,MARIA,,MENDES,,1966-06-03,
CEN001229,censo2023,B,UY,UY,35802835,,,,FLORENCIA,,GOMEZ,GOMEZ,1968-05-31,2
CEN001230,censo2023,C,UY,UY,49814100,,,,MATEO,ALEJANDRO,,,1964-12-21,1
CEN001231,censo2023,A,UY,UY,40526750,,,,MARIA,INES,FERNANDEZ,,1980-01-31,2
CEN001232,censo2023,B,BR,BR,,,,,CARLA,LUIS,BENITEZ,,1957-02-05,2
CEN001233,censo2023,A,UY,UY,49548118,,,,NICOLAS,ELENA,,,1950-08-31,1
CEN001234,censo2023,A,UY,UY,52466245,,,,FLORENCIA,NOELIA,DIAZ,,1953-08-20,2
CEN001235,censo2023,C,UY,UY,54181255,,,,CARLA,PAULA,ALONSO,,1998-07-01,2
CEN001236,censo2023,A,UY,UY,49741500,,,,LUCIA,MAR,,,1960-06-18,2
CEN001237,censo2023,A,UY,UY,39475554,,,,INES,ELENA,RODRIGUEZ,RAMIREZ,1997-06-12,2
CEN001238,censo2023,A,UY,UY,39006438,,,,FACUNDO,BEATRIZ,SUAREZ,,1961-01-15,1
CEN001239,censo2023,C,UY,UY,37673759,,,,VALENTINA,NOELIA,ALONSO,,2001-02-14,2
CEN001240,censo2023,C,UY,UY,58407684,,,,PAOLA,BELEN,PEREIRA,,2000-01-25,2
CEN001241,censo2023,A,UY,UY,45431162,,,,SEBASTIAN,ELENA,,,1989-02-13,
CEN001242,censo2023,A,UY,UY,45455302,,,,ANA,BELEN,,,1957-11-05,2
CEN001243,censo2023,C,UY,UY,46257430,,,,ANDRES,,,TORRES,1960-01-25,1
CEN001244,censo2023,A,BR,BR,,076,DNI,R801004,ELISA,BEATRIZ,,,1989-04-05,2
CEN001245,censo2023,A,UY,UY,34641389,,,,NICOLAS,MAR,RODRIGUEZ,,1953-11-15,1
CEN001246,censo2023,B,UY,UY,37399391,,,,LAURA,LUIS,SUAREZ,MENDES,1978-07-13,2
CEN001247,censo2023,A,UY,UY,42451992,,,,SANTIAGO,DAMIAN,,,1971-12-10,1
CEN001248,censo2023,C,UY,UY,54282283,,,,JUAN,PAULA,MARTINEZ,,1976-01-01,1
CEN001249,censo2023,A,UY,UY,52516147,,,,SANTIAGO,,,,1954-04-26,1
CEN001250,censo2023,C,UY,UY,35182781,,,,PAOLA,EZEQUIEL,,,2003-10-13,2
CEN001251,censo2023,C,UY,UY,54684379,,,,LAURA,BELEN,MARTINEZ,,1999-05-07,2
CEN001252,censo2023,C,UY,UY,44732998,,,,MICAELA,AGUSTINA,,,1987-10-14,2
CEN001253,censo2023,A,UY,UY,31927235,,,,JUAN,,,CORREA,1955-02-28,1
CEN001254,censo2023,B,UY,UY,33702713,,,,NOELIA,NOELIA,CORREA,,1961-02-24,2
CEN001255,censo2023,C,UY,UY,47593181,,,,LEONARDO,BELEN,,,,1
CEN001256,censo2023,C,PY,PY,,600,DNI,Y642525,LUCIA,EZEQUIEL,DIAZ,,1989-03-04,2
CEN001257,censo2023,B,AR,AR,,032,DNI,A219669,SOFIA,,,,1958-01-17,2
CEN001258,censo2023,C,UY,UY,36587588,,,,ANA,,,FERNANDEZ,1961-09-25,2
CEN001259,censo2023,A,UY,UY,,,,,GONZALO,AGUSTINA,BENITEZ,,1980-10-13,1
CEN001260,censo2023,A,UY,UY,32716362,,,,SEBASTIAN,AGUSTINA,SOSA,,1967-11-06,1
CEN001261,censo2023,C,PY,PY,,600,DNI,Y936619,FLORENCIA,CARLOS,,,1990-08-07,2
CEN001262,censo2023,C,UY,UY,33930279,,,,ELISA,ALEJANDRO,DIAZ,,1989-12-12,2
CEN001263,censo2023,A,UY,UY,56127438,,,,DIEGO,PAULA,ALONSO,,1960-07-04,1
CEN001264,censo2023,C,AR,AR,,032,,R883840,MARTINA,MAR,DIAZ,,1976-04-09,2
CEN001265,censo2023,A,UY,UY,30076319,,,,THIAGO,,CORREA,,1971-04-24,1
CEN001266,censo2023,A,VE,VE,,862,,,JUAN,MAR,,,1973-03-23,
CEN001267,censo2023,B,UY,UY,43384548,,,,VALENTINA,CARLOS,RAMIREZ,,1994-08-18,2
CEN001268,censo2023,A,UY,UY,50322075,,,,MARIA,CARLOS,SILVA,,1961-06-30,2
CEN001269,censo2023,A,AR,AR,,,DNI,,RUBEN,CARLOS,,,1963-04-29,1
CEN001270,censo2023,B,UY,UY,46569371,,,,PAOLA,NOELIA,ALONSO,,1992-06-08,2
CEN001271,censo2023,C,UY,UY,44036765,,,,JUAN,EZEQUIEL,TORRES,,1978-02-12,1
CEN001272,censo2023,C,UY,UY,54693771,,,,ANA,,,,1960-08-11,2
CEN001273,censo2023,C,AR,AR,,032,PAS,R078106,THIAGO,MAR,ACOSTA,,1977-12-17,1
CEN001274,censo2023,C,AR,AR,,032,DNI,R757142,GONZALO,JAVIER,RUIZ,,1989-01-26,1
CEN001275,censo2023,B,UY,UY,32867589,,,,SEBASTIAN,MAR,,,,1
CEN001276,censo2023,B,UY,UY,57885230,,,,MATEO,,,,2002-03-27,
CEN001277,censo2023,A,UY,UY,37803700,,,,JUAN,,,,1961-12-28,1
CEN001278,censo2023,C,UY,UY,51289737,,,,ANDRES,LUIS,SILVA,,1972-09-23,1
CEN001279,censo2023,A,UY,UY,,,,,MICAELA,BELEN,GOMEZ,,1979-01-15,2
CEN001280,censo2023,B,UY,UY,33365760,,,,CARLA,AGUSTINA,TORRES,,2002-06-24,2
CEN001281,censo2023,C,UY,UY,34533031,,,,FLORENCIA,,BENITEZ,,1988-11-27,2
CEN001282,censo2023,B,UY,UY,32156806,,,,JULIETA,EZEQUIEL,,,1996-10-15,2
CEN001283,censo2023,A,UY,UY,54151833,,,,ANDRES,ELENA,RUIZ,,1999-05-30,1
CEN001284,censo2023,A,UY,UY,33256005,,,,LEONARDO,ANDREA,,,1987-06-19,1
CEN001285,censo2023,C,VE,VE,,862,PAS,V468825,THIAGO,,,,1965-01-17,1
CEN001286,censo2023,B,UY,UY,35109386,,,,NOELIA,AGUSTINA,RUIZ,,2003-10-25,2
CEN001287,censo2023,C,BR,BR,,076,,R621355,SOFIA,NOELIA,MARTINEZ,,1985-01-01,2
CEN001288,censo2023,C,PY,PY,,600,DNI,P875816,DIEGO,,,,1954-12-16,1
CEN001289,censo2023,B,UY,UY,,,,,ELISA,PAULA,,,1995-10-02,2
CEN001290,censo2023,B,UY,UY,38949206,,,,LEONARDO,NOELIA,SOSA,,1993-03-16,1
CEN001291,censo2023,C,UY,UY,40980544,,,,GONZALO,,SOSA,,1955-06-26,1
CEN001292,censo2023,C,UY,UY,35003532,,,,THIAGO,CARLOS,GOMEZ,,1974-02-19,1
CEN001293,censo2023,B,UY,UY,,,,,FACUNDO,,ACOSTA,,1987-08-31,1
CEN001294,censo2023,B,UY,UY,53972550,,,,JULIETA,,,,1977-09-06,2
CEN001295,censo2023,A,UY,UY,,,,,PEDRO,ALEJANDRO,,,1974-10-05,1
